count;acPlayerID;laPlayerID;newGame;NewValue;RandomValue;LastValue;look
533;0;2;1;22;22;21;0
534;1;0;0;33;53;22;1
535;1;0;1;64;64;33;0
536;2;1;0;21;21;64;0
537;0;2;1;51;51;21;0
538;1;0;0;52;42;51;1
539;1;0;1;44;44;52;0
540;2;1;0;55;41;44;1
541;2;1;1;61;61;55;0
542;0;2;0;62;62;61;1
543;1;0;1;43;43;62;0
544;2;1;0;51;51;43;1
545;0;2;1;42;42;51;0
546;1;0;0;52;52;42;0
547;2;1;0;53;43;52;1
548;2;1;1;54;54;53;0
549;0;2;0;61;53;54;1
550;0;2;1;66;66;61;0
551;1;0;0;21;66;66;1
552;1;0;1;54;54;21;0
553;2;1;0;44;44;54;0
554;0;2;0;55;55;44;1
555;1;0;1;62;62;55;0
556;2;1;0;63;32;62;1
557;2;1;1;52;52;63;0
558;0;2;0;53;52;52;1
559;0;2;1;41;41;53;0
560;1;0;0;42;31;41;1
561;1;0;1;42;42;42;0
562;2;1;0;65;65;42;0
563;0;2;0;11;31;65;1
564;0;2;1;31;31;11;0
565;1;0;0;66;66;31;0
566;2;1;0;21;65;66;1
567;2;1;1;43;43;21;0
568;0;2;0;51;51;43;1
569;1;0;1;52;52;51;0
570;2;1;0;53;31;52;1
571;2;1;1;52;52;53;0
572;0;2;0;61;61;52;0
573;1;0;0;44;44;61;0
574;2;1;0;55;65;44;1
575;2;1;1;44;44;55;0
576;0;2;0;55;51;44;1
577;0;2;1;63;63;55;0
578;1;0;0;64;64;63;1
579;2;1;1;42;42;64;0
580;0;2;0;43;31;42;0
581;1;0;0;61;61;43;0
582;2;1;0;62;31;61;1
583;2;1;1;32;32;62;0
584;0;2;0;53;53;32;0
585;1;0;0;22;22;53;0
586;2;1;0;33;11;22;1
587;2;1;1;66;66;33;0
588;0;2;0;21;21;66;1
589;1;0;1;51;51;21;0
590;2;1;0;44;44;51;0
591;0;2;0;55;32;44;1
592;0;2;1;52;52;55;0
593;1;0;0;53;53;52;1
594;2;1;1;43;43;53;0
595;0;2;0;65;65;43;0
596;1;0;0;11;64;65;1
597;1;0;1;21;21;11;0
598;2;1;1;63;63;21;0
599;0;2;0;64;51;63;1
600;0;2;1;63;63;64;0
601;1;0;0;64;63;63;1
602;1;0;1;31;31;64;0
603;2;1;0;61;61;31;0
604;0;2;0;62;62;61;1
605;1;0;1;63;63;62;0
606;2;1;0;64;31;63;1
607;2;1;1;62;62;64;0
608;0;2;0;63;52;62;1
609;0;2;1;41;41;63;0
610;1;0;0;61;61;41;0
611;2;1;0;62;31;61;1
612;2;1;1;54;54;62;0
613;0;2;0;61;52;54;1
614;0;2;1;61;61;61;0
615;1;0;0;44;44;61;0
616;2;1;0;55;53;44;1
617;2;1;1;54;54;55;0
618;0;2;0;61;43;54;1
619;0;2;1;43;43;61;0
620;1;0;0;51;43;43;1
621;1;0;1;42;42;51;0
622;2;1;0;65;65;42;0
623;0;2;0;33;33;65;0
624;1;0;0;44;65;33;1
625;1;0;1;33;33;44;0
626;2;1;0;44;65;33;1
627;2;1;1;43;43;44;0
628;0;2;0;62;62;43;0
629;1;0;0;63;42;62;1
630;1;0;1;31;31;63;0
631;2;1;0;32;32;31;1
632;0;2;1;11;11;32;0
633;1;0;0;22;41;11;1
634;1;0;1;54;54;22;0
635;2;1;0;61;61;54;1
636;0;2;1;63;63;61;0
637;1;0;0;64;61;63;1
638;1;0;1;44;44;64;0
639;2;1;0;55;42;44;1
640;2;1;1;65;65;55;0
641;0;2;0;44;44;65;0
642;1;0;0;55;52;44;1
643;1;0;1;43;43;55;0
644;2;1;0;55;55;43;0
645;0;2;0;21;21;55;0
646;1;0;1;53;53;21;0
647;2;1;0;61;61;53;0
648;0;2;0;62;43;61;1
649;0;2;1;62;62;62;0
650;1;0;0;22;22;62;0
651;2;1;0;33;32;22;1
652;2;1;1;42;42;33;0
653;0;2;0;43;32;42;1
654;0;2;1;53;53;43;0
655;1;0;0;44;44;53;0
656;2;1;0;55;52;44;1
657;2;1;1;54;54;55;0
658;0;2;0;63;63;54;0
659;1;0;0;64;64;63;1
660;2;1;1;52;52;64;0
661;0;2;0;53;32;52;1
662;0;2;1;42;42;53;0
663;1;0;0;62;62;42;0
664;2;1;0;63;31;62;1
665;2;1;1;53;53;63;0
666;0;2;0;54;51;53;1
667;0;2;1;64;64;54;0
668;1;0;0;65;65;64;1
669;2;1;1;22;22;65;0
670;0;2;0;66;66;22;0
671;1;0;0;21;52;66;1
672;1;0;1;21;21;21;0
673;2;1;1;64;64;21;0
674;0;2;0;65;54;64;1
675;0;2;1;62;62;65;0
676;1;0;0;63;42;62;1
677;1;0;1;11;11;63;0
678;2;1;0;33;33;11;0
679;0;2;0;44;44;33;1
680;1;0;1;61;61;44;0
681;2;1;0;21;21;61;0
682;0;2;1;53;53;21;0
683;1;0;0;62;62;53;0
684;2;1;0;22;22;62;0
685;0;2;0;33;41;22;1
686;0;2;1;65;65;33;0
687;1;0;0;11;52;65;1
688;1;0;1;51;51;11;0
689;2;1;0;22;22;51;0
690;0;2;0;33;41;22;1
691;0;2;1;52;52;33;0
692;1;0;0;22;22;52;0
693;2;1;0;33;43;22;1
694;2;1;1;21;21;33;0
695;0;2;1;63;63;21;0
696;1;0;0;55;55;63;0
697;2;1;0;66;11;55;1
698;2;1;1;11;11;66;0
699;0;2;0;22;62;11;1
700;0;2;1;65;65;22;0
701;1;0;0;44;44;65;0
702;2;1;0;55;43;44;1
703;2;1;1;63;63;55;0
704;0;2;0;64;52;63;1
705;0;2;1;33;33;64;0
706;1;0;0;44;64;33;1
707;1;0;1;52;52;44;0
708;2;1;0;33;33;52;0
709;0;2;0;44;53;33;1
710;0;2;1;21;21;44;0
711;1;0;1;53;53;21;0
712;2;1;0;63;63;53;0
713;0;2;0;55;55;63;0
714;1;0;0;66;51;55;1
715;1;0;1;64;64;66;0
716;2;1;0;65;61;64;1
717;2;1;1;31;31;65;0
718;0;2;0;63;63;31;0
719;1;0;0;44;44;63;0
720;2;1;0;55;65;44;1
721;2;1;1;21;21;55;0
722;0;2;1;61;61;21;0
723;1;0;0;62;41;61;1
724;1;0;1;32;32;62;0
725;2;1;0;21;21;32;0
726;0;2;1;43;43;21;0
727;1;0;0;52;52;43;0
728;2;1;0;53;41;52;1
729;2;1;1;44;44;53;0
730;0;2;0;55;55;44;1
731;1;0;1;62;62;55;0
732;2;1;0;63;42;62;1
733;2;1;1;62;62;63;0
734;0;2;0;63;52;62;1
735;0;2;1;42;42;63;0
736;1;0;0;64;64;42;0
737;2;1;0;65;52;64;1
738;2;1;1;52;52;65;0
739;0;2;0;53;43;52;1
740;0;2;1;43;43;53;0
741;1;0;0;63;63;43;0
742;2;1;0;64;41;63;1
743;2;1;1;51;51;64;0
744;0;2;0;62;62;51;0
